t,A_metal,B_metal,sigma_metal,C_metal,A_gas,B_gas,sigma_gas,C_gas
1.88,1068051.3009896833,-1067441.9253911169,-1.0540997708801052,-30916.368533335768,803.7158645134656,-320.89326557585395,-0.10290489398347533,-308.5492725432762
1.89,426299.79113464797,-425690.89084647066,-0.8361729169876734,-19503.05105740543,802.4721297460201,-319.9085005927825,-0.10275663991380315,-308.0077603386194
1.9,143724.3733533824,-143116.0228458395,-0.6343391379087023,-11289.168569815947,801.2625208664819,-318.95539476926785,-0.1026135563151184,-307.49085946394854
1.91,64764.49040855475,-64156.71774314335,-0.5167274184106575,-7543.978714492523,800.0287807808503,-317.978175569249,-0.10246619725790886,-306.947388631829
1.92,36317.97097798488,-35710.78362638722,-0.44423329869203004,-5617.159263599866,798.7869856953787,-316.9923812952995,-0.10231717945640283,-306.39154733455837
1.93,23653.133759590666,-23046.52686373964,-0.3963418122633534,-4503.801443819593,797.5288059387267,-315.98994092389086,-0.10216512999624731,-305.81576940248175
1.94,16757.855318303697,-16151.828865634921,-0.36097268342936023,-3763.139857003154,796.3143312628864,-315.0283523851752,-0.10201975977886213,-305.27342813831507
1.95,12585.620897593157,-11980.17499510546,-0.33344712203115406,-3234.7248317637036,795.0715208945423,-314.038773696288,-0.10186941193239173,-304.7007926445133
1.96,9934.533996412662,-9329.662865997549,-0.3118357985640086,-2849.2395305010045,793.8196307417943,-313.03966988118304,-0.10171712937011272,-304.1148820231492
1.97,8091.994185646824,-7487.697793161187,-0.29382484199864334,-2547.7916231696217,792.5743099134498,-312.04596277746725,-0.10156550131297744,-303.5296386993033
1.98,6770.285430935767,-6166.561658857379,-0.27865672669577096,-2307.8890334957114,791.3259354075578,-311.04856711279194,-0.10141289068417124,-302.9366572544844
1.99,5788.411690307367,-5185.258618114861,-0.265658689586741,-2112.4803518834424,790.0786266412169,-310.05127109255653,-0.10126008255437369,-302.33934209255983
2.0,5037.0305125576915,-4434.446262277053,-0.25434719005273076,-1950.0702058060565,788.8500956172537,-309.0709434325303,-0.1011099768793322,-301.75359852311476
